Bathrooms,Bedrooms,Beds,LocationName,NumGuests,NumReviews,Price,Rating,latitude,longitude,zipcode,pop2016,pop2010,pop2000,cost_living_index (US avg. = 100),land_area (sq.mi.),water_area (sq.mi.),pop_density (people per mile),number of males,number of females,prop taxes paid 2016,median taxes (with mortgage,median taxes (no mortgage),median house value,median houshold income,median monthly owner costs (with mortgage),median monthly owner costs (no mortgage),median gross rent,median asking price for vacant for-sale home/condo,unemployment (%),Number of Homes,Count of Abnb,Density of Abnb (%),Average Abnb Price (by zipcode),Average NumReviews (by zipcode),Average Rating (by zipcode),Average Number of Bathrooms (by zipcode),Average Number of Bedrooms (by zipcode),Average Number of Beds (by zipcode),Average Number of Guests (by zipcode)
1.0,2.0,3.0,Boston,5.0,41.0,295.0,Y,42.35025,-71.06005,2111,7672.0,7383.0,5138,156.2,0.3,0.0,28413,3761,3911,1.0,6756.0,9638.0,740975.0,41316.0,2978.0,1513.0,1363.0,808477.0,4.0,3068.8,84,2.737226277,166.71084340000004,29.11538462,4.631944444,1.166666667,1.567567568,1.988095238,1.988095238
1.0,1.0,2.0,San Diego,4.0,172.0,79.0,Y,32.84077,-117.27611,92037,39213.0,46781.0,42603,144.2,13.1,2.0,3001,18495,20718,0.6,8596.0,6399.0,1312466.0,106541.0,3822.0,1114.0,1873.0,1683614.0,3.8,15685.2,167,1.064697932,182.1202532,57.77564103,4.881578947,1.550898204,2.087248322,2.8982035930000003,2.8982035930000003
1.0,1.0,2.0,San Diego,4.0,24.0,99.0,Y,32.90359,-117.15585,92126,81842.0,73343.0,74222,131.5,12.6,0.0,6478,42371,39471,0.7,3593.0,2535.0,482699.0,93740.0,2182.0,523.0,1851.0,586259.0,4.9,32736.8,113,0.345177293,83.20909091,33.92682927,4.913333333,1.267857143,1.396396396,1.681415929,1.681415929
1.0,1.0,1.0,Atlanta,2.0,72.0,95.0,Y,33.75772,-84.36241,30312,22786.0,19360.0,20221,98.5,3.4,0.0,6796,10824,11961,1.0,2455.0,1388.0,234413.0,44854.0,1656.0,502.0,1017.0,445032.0,6.4,9114.4,200,2.194329852,119.3686869,40.4,4.9375,1.375,1.602094241,1.925,1.925
1.0,1.0,1.0,San Francisco,2.0,6.0,80.0,Y,37.74632,-122.4151,94110,74565.0,69333.0,74633,155.3,2.3,0.0,32066,40024,34542,0.6,7115.0,3076.0,983378.0,101610.0,3197.0,534.0,1585.0,1501646.0,5.0,29826.0,461,1.545631328,162.1862528,75.53395785,4.891509434,1.23059867,1.4613583140000002,1.791574279,1.791574279
1.0,1.0,2.0,Washington,4.0,44.0,74.0,Y,38.93436,-77.03992,20010,32886.0,30138.0,28772,124.5,1.1,0.0,30373,16570,16316,0.5,3306.0,2766.0,603568.0,72249.0,2365.0,667.0,1358.0,776158.0,4.4,13154.4,294,2.234993614,107.122449,48.944,4.849785408,1.197278912,1.314606742,1.806122449,1.806122449
3.0,3.0,3.0,Seattle,6.0,63.0,311.0,Y,47.62582,-122.35081,98109,26277.0,20715.0,16018,117.2,2.0,0.4,13143,13621,12656,0.8,4146.0,5604.0,582369.0,94602.0,2362.0,905.0,1568.0,905401.0,3.3,10510.8,233,2.216767515,139.0519481,44.37894737,4.820809249,1.17167382,1.305309735,1.652360515,1.652360515
1.0,1.0,1.0,New Orleans,4.0,84.0,72.0,N,29.95164,-90.07051,70112,2788.0,3655.0,6259,102.9,0.9,0.0,3197,1568,1219,0.6,2694.0,1724.0,351730.0,50536.0,1594.0,605.0,1343.0,327278.0,9.7,1115.2,562,50.39454806,91.77598566,42.84807692,4.769980507,1.227758007,1.337837838,1.989323843,1.989323843
1.0,1.0,1.0,Atlanta,2.0,24.0,73.0,N,33.813140000000004,-84.34971999999998,30324,26343.0,24267.0,20317,99.1,5.3,0.0,5006,13630,12713,1.1,3915.0,3198.0,335525.0,66294.0,2081.0,684.0,1225.0,212039.0,4.2,10537.2,96,0.911057966,103.6736842,21.16923077,4.847457627,1.28125,1.47311828,1.6875,1.6875
1.0,1.0,1.0,Boston,2.0,3.0,79.0,Y,42.30976,-71.05138000000002,2125,36874.0,33295.0,33618,139.2,2.1,0.3,17289,18963,17911,0.7,2513.0,3056.0,397125.0,51744.0,2062.0,694.0,1257.0,1002069.0,8.7,14749.6,47,0.318652709,75.59574468,52.4,4.790697674,1.212765957,1.311111111,1.936170213,1.936170213
1.0,1.0,2.0,Washington,3.0,177.0,50.0,N,38.91159,-77.02235,20001,45643.0,38551.0,33550,123.8,2.2,0.1,20929,22223,23419,0.5,3473.0,2753.0,649740.0,96366.0,2637.0,638.0,1741.0,979244.0,4.9,18257.2,382,2.09232522,123.0738786,68.04273504,4.828488372,1.206806283,1.374301676,2.282722513,2.282722513
1.0,1.0,2.0,Redwood City,4.0,63.0,250.0,Y,37.48266,-122.2432,94134,42274.0,40798.0,40134,155.2,2.4,0.0,17616,20688,21586,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
1.0,2.0,2.0,San Francisco,4.0,10.0,260.0,Y,37.72944,-122.46475,94127,20960.0,19289.0,20624,156.2,1.8,0.0,11839,10591,10368,0.6,8204.0,1808.0,1170842.0,144122.0,3746.0,520.0,2511.0,1425325.0,3.4,8384.0,145,1.729484733,166.6,81.18461538,4.865079365,1.220689655,1.5703125,1.855172414,1.855172414
1.0,2.0,2.0,Boston,4.0,3.0,99.0,Y,42.34407,-71.0651,2111,7672.0,7383.0,5138,156.2,0.3,0.0,28413,3761,3911,1.0,6756.0,9638.0,740975.0,41316.0,2978.0,1513.0,1363.0,808477.0,4.0,3068.8,84,2.737226277,166.71084340000004,29.11538462,4.631944444,1.166666667,1.567567568,1.988095238,1.988095238
1.0,1.0,1.0,New York,2.0,85.0,72.0,N,40.72232,-73.98987,10002,79216.0,81410.0,84870,171.8,0.9,0.0,90078,38185,41030,0.6,4071.0,3677.0,675823.0,37071.0,2282.0,453.0,950.0,730272.0,6.8,31686.4,199,0.6280296910000001,123.5128205,50.10404624,4.721875,1.102040816,1.203296703,1.497487437,1.497487437
1.0,1.0,2.0,San Francisco,4.0,224.0,127.0,Y,37.77391,-122.47972,94121,43332.0,41203.0,42473,163.0,3.1,0.0,14061,21000,22332,0.6,8485.0,3135.0,1061849.0,80486.0,3456.0,574.0,1704.0,2422470.0,3.4,17332.8,89,0.513477338,173.8988764,91.09302326,4.831395349,1.215909091,1.5,1.808988764,1.808988764
2.0,3.0,5.0,Miami,9.0,20.0,170.0,Y,25.72592,-80.30162,33132,11596.0,11165.0,5322,114.1,1.7,1.5,6799,6803,4794,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
1.0,1.0,1.0,Miami,3.0,47.0,59.0,Y,25.82469,-80.18294,33132,11596.0,11165.0,5322,114.1,1.7,1.5,6799,6803,4794,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
1.0,1.0,1.0,Brooklyn,2.0,6.0,75.0,Y,40.64356,-73.96318000000002,11226,103247.0,101572.0,106154,161.2,1.3,0.0,80074,46345,56899,0.7,3964.0,4077.0,541413.0,46899.0,2503.0,862.0,1284.0,758292.0,7.3,41298.8,133,0.322043255,79.89393939,40.88695652,4.806306306000001,1.157894737,1.26446281,1.706766917,1.706766917
1.0,1.0,2.0,San Carlos,2.0,6.0,120.0,Y,37.51016,-122.26099,94134,42274.0,40798.0,40134,155.2,2.4,0.0,17616,20688,21586,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
1.0,1.0,1.0,Philadelphia,1.0,6.0,16.0,Y,39.94312,-75.16929,19103,23239.0,21908.0,19714,112.3,0.6,0.0,36367,10223,13015,0.9,5126.0,3242.0,521102.0,73681.0,2940.0,795.0,1601.0,362650.0,2.9,9295.6,105,1.129566677,84.30392157,101.4851485,4.79,1.114285714,1.43902439,1.876190476,1.876190476
1.0,1.0,1.0,San Francisco,2.0,21.0,95.0,Y,37.74262,-122.40875,94110,74565.0,69333.0,74633,155.3,2.3,0.0,32066,40024,34542,0.6,7115.0,3076.0,983378.0,101610.0,3197.0,534.0,1585.0,1501646.0,5.0,29826.0,461,1.545631328,162.1862528,75.53395785,4.891509434,1.23059867,1.4613583140000002,1.791574279,1.791574279
2.0,3.0,4.0,New Orleans,8.0,11.0,195.0,Y,30.01885,-90.06515999999998,70122,37303.0,28564.0,46533,98.4,7.1,1.0,5289,17107,20194,0.7,1434.0,1075.0,191570.0,39401.0,1437.0,465.0,957.0,155996.0,9.3,14921.2,494,3.310725679,117.9173554,38.60277136,4.911330049,1.374745418,2.138004246,2.684210526,2.684210526
1.0,1.0,1.0,San Francisco,4.0,3.0,450.0,Y,37.78981,-122.41189,94108,14914.0,13768.0,13716,175.6,0.3,0.0,55226,7145,7769,0.8,8149.0,7918.0,989261.0,48135.0,2932.0,1498.0,1166.0,3898250.0,3.9,5965.6,359,6.017835591,202.3970588,40.21862348,4.73940678,1.14159292,1.25,1.577259475,1.577259475
1.0,2.0,3.0,New Orleans,4.0,12.0,120.0,Y,29.94068,-90.07543,70130,14256.0,14064.0,14891,102.3,2.1,0.5,6769,7361,6895,0.9,3910.0,3210.0,391687.0,54532.0,2441.0,873.0,1167.0,528936.0,5.3,5702.4,283,4.9628226710000005,100.18505340000002,60.99628253,4.871268657,1.219081272,1.498113208,1.982332155,1.982332155
2.0,2.0,3.0,San Francisco,5.0,5.0,485.0,Y,37.75944000000001,-122.43414,94114,33984.0,31124.0,30574,156.5,1.4,0.0,23843,20028,13958,0.6,9677.0,3283.0,1278503.0,136895.0,3987.0,686.0,2024.0,1647458.0,2.9,13593.6,423,3.111758475,194.2116788,85.53246753,4.914728682,1.201946472,1.421052632,1.532846715,1.532846715
1.0,1.0,1.0,San Bruno,2.0,8.0,88.0,N,37.63168,-122.41164,94134,42274.0,40798.0,40134,155.2,2.4,0.0,17616,20688,21586,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
1.0,2.0,2.0,New Orleans,6.0,165.0,79.0,Y,29.96978,-90.04238000000002,70117,24945.0,23389.0,51252,99.8,5.5,0.8,4552,11913,13031,0.5,1307.0,607.0,177141.0,28440.0,1281.0,405.0,910.0,176336.0,7.9,9978.0,386,3.868510724,106.5807292,73.79096045,4.829971182,1.329015544,1.798941799,2.393782383,2.393782383
1.0,1.0,1.0,San Francisco,2.0,16.0,157.0,N,37.75959,-122.41,94110,74565.0,69333.0,74633,155.3,2.3,0.0,32066,40024,34542,0.6,7115.0,3076.0,983378.0,101610.0,3197.0,534.0,1585.0,1501646.0,5.0,29826.0,461,1.545631328,162.1862528,75.53395785,4.891509434,1.23059867,1.4613583140000002,1.791574279,1.791574279
1.0,1.0,1.0,Washington,2.0,22.0,99.0,Y,38.90577,-77.05072,20037,15504.0,14642.0,12642,127.5,0.6,0.3,24097,7071,8432,0.6,4203.0,4315.0,668720.0,75467.0,2696.0,1044.0,2091.0,1621072.0,2.9,6201.6,419,6.756320949,153.59223300000005,38.3728223,4.766536965,1.215827338,1.425,1.894988067,1.894988067
2.0,1.0,1.0,New Orleans,2.0,6.0,75.0,Y,29.98415,-90.0656,70116,11761.0,11507.0,16688,102.7,1.3,0.1,9105,6321,5440,0.8,2543.0,2041.0,276478.0,32017.0,1874.0,554.0,919.0,203035.0,10.7,4704.4,703,14.94345719,94.17191977,83.96723869,4.823667712,1.211126961,1.524242424,2.06685633,2.06685633
1.0,1.0,1.0,San Diego,2.0,69.0,60.0,N,32.90838,-117.08981,92131,34918.0,32787.0,29279,134.2,25.2,0.2,1388,16558,18360,0.8,6328.0,4634.0,733094.0,125586.0,2851.0,755.0,2259.0,462825.0,4.1,13967.2,41,0.293544877,186.5897436,27.07142857,4.796296296,1.5121951219999998,2.026315789,2.414634146,2.414634146
1.0,1.0,1.0,Miami,3.0,197.0,65.0,Y,25.58875,-80.34100000000002,33132,11596.0,11165.0,5322,114.1,1.7,1.5,6799,6803,4794,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
1.0,2.0,2.0,San Mateo,4.0,4.0,109.0,Y,37.57777,-122.33625,94134,42274.0,40798.0,40134,155.2,2.4,0.0,17616,20688,21586,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
2.0,3.0,4.0,New Orleans,6.0,17.0,226.0,Y,29.930740000000004,-90.1044,70115,34248.0,31695.0,40287,102.1,3.9,0.6,8832,17038,17209,0.9,3992.0,3332.0,423985.0,57779.0,2268.0,695.0,1105.0,433344.0,4.6,13699.2,435,3.175367905,144.1786543,43.69554455,4.893483709,1.35862069,1.904645477,2.524137931,2.524137931
1.0,1.0,1.0,Seattle,2.0,16.0,54.0,N,47.51288,-122.34988,98146,27849.0,25922.0,25574,114.4,4.7,0.7,5988,14103,13746,1.0,3442.0,3576.0,350398.0,62632.0,1857.0,623.0,1077.0,513920.0,5.3,11139.6,129,1.158030809,91.5546875,47.9266055,4.90952381,1.325581395,1.594827586,2.147286822,2.147286822
1.0,1.0,1.0,San Mateo,2.0,3.0,170.0,N,37.56462,-122.28544,94134,42274.0,40798.0,40134,155.2,2.4,0.0,17616,20688,21586,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
1.0,1.0,1.0,San Diego,2.0,9.0,89.0,N,32.7475,-117.13965,92104,46444.0,44414.0,47688,137.8,3.8,0.0,12271,23469,22975,0.5,3281.0,1746.0,551513.0,54187.0,2272.0,419.0,1189.0,346332.0,5.6,18577.6,391,2.104685212,118.6311688,56.503125,4.920711974,1.153846154,1.51744186,1.792838875,1.792838875
1.0,2.0,4.0,New Orleans,4.0,129.0,150.0,Y,29.96695,-90.09325,70119,37419.0,36228.0,50175,101.4,4.5,0.0,8368,19151,18268,0.6,1778.0,1139.0,244735.0,33708.0,1588.0,442.0,986.0,192284.0,6.8,14967.6,829,5.538630108,109.8454988,49.68790637,4.878179384,1.249698432,1.84828496,2.343787696,2.343787696
1.0,1.0,1.0,Washington,2.0,7.0,80.0,Y,38.94559,-77.07149,20008,28666.0,27525.0,26195,124.7,3.0,0.0,9438,12637,16028,0.7,5482.0,5867.0,824107.0,116244.0,2814.0,1115.0,1891.0,317067.0,1.7,11466.4,14,0.122095863,194.9285714,22.14285714,4.857142857,1.214285714,1.769230769,2.285714286,2.285714286
1.0,1.0,1.0,Washington,2.0,18.0,40.0,N,38.94695,-77.09434,20016,35696.0,32519.0,31374,125.0,4.4,0.2,8040,16199,19496,0.6,6127.0,4248.0,940758.0,133243.0,3291.0,969.0,2005.0,3958678.0,3.3,14278.4,183,1.281656208,151.3965517,28.93220339,4.869369369,1.398907104,1.686746988,2.054644809,2.054644809
1.0,1.0,2.0,San Diego,2.0,25.0,48.0,Y,32.74475,-117.06105,92115,65333.0,58560.0,56883,136.5,6.5,0.0,10049,32550,32783,0.6,3126.0,1563.0,458392.0,48944.0,2164.0,417.0,1208.0,610713.0,6.7,26133.2,210,0.803575528,94.32195122,26.84397163,4.867768595,1.233333333,1.468085106,1.7,1.7
1.0,1.0,2.0,New Orleans,4.0,38.0,79.0,Y,29.92238,-90.08251,70130,14256.0,14064.0,14891,102.3,2.1,0.5,6769,7361,6895,0.9,3910.0,3210.0,391687.0,54532.0,2441.0,873.0,1167.0,528936.0,5.3,5702.4,283,4.9628226710000005,100.18505340000002,60.99628253,4.871268657,1.219081272,1.498113208,1.982332155,1.982332155
2.0,2.0,2.0,San Francisco,6.0,12.0,400.0,N,37.78948,-122.43806,94115,35178.0,33021.0,33115,160.7,1.1,0.0,31529,16929,18248,0.7,9174.0,6070.0,1194039.0,101118.0,3868.0,1111.0,1837.0,5024047.0,4.6,14071.2,251,1.78378532,222.4705882,68.61711712,4.879146919,1.266129032,1.587234043,2.004016064,2.004016064
1.0,2.0,3.0,New York,6.0,6.0,209.0,N,40.761,-73.99171,10036,26359.0,24711.0,18751,162.6,0.4,0.0,59463,14842,11518,0.7,6496.0,6920.0,916562.0,87289.0,3281.0,1320.0,2122.0,2484424.0,4.4,10543.6,82,0.7777229790000001,126.7468354,61.16883117,4.746753247,1.073170732,1.173333333,1.62195122,1.62195122
1.0,1.0,1.0,New Orleans,2.0,252.0,37.0,N,30.00313,-90.07555,70122,37303.0,28564.0,46533,98.4,7.1,1.0,5289,17107,20194,0.7,1434.0,1075.0,191570.0,39401.0,1437.0,465.0,957.0,155996.0,9.3,14921.2,494,3.310725679,117.9173554,38.60277136,4.911330049,1.374745418,2.138004246,2.684210526,2.684210526
1.0,2.0,2.0,Queens,3.0,37.0,95.0,Y,40.70505,-73.89041999999998,11385,104854.0,98592.0,97524,156.7,3.6,0.0,29023,51713,53141,0.8,4255.0,4586.0,565054.0,63037.0,2677.0,770.0,1382.0,546760.0,4.7,41941.6,63,0.150208862,64.6557377,44.11111111,4.651162791,1.25,1.274193548,1.714285714,1.714285714
1.0,1.0,1.0,Brooklyn,2.0,50.0,39.0,N,40.67762000000001,-73.9159,11233,73194.0,67053.0,61955,172.7,1.3,0.0,54302,32614,40577,0.4,2766.0,2996.0,676489.0,37166.0,2572.0,756.0,1152.0,746172.0,7.7,29277.6,161,0.549908462,66.03797468,39.34482759,4.669064748,1.298136646,1.24516129,1.757763975,1.757763975
1.0,1.0,2.0,Boston,4.0,4.0,157.0,Y,42.36602,-71.05569,2113,7602.0,6915.0,6401,139.6,0.1,0.0,75487,3801,3800,0.9,4905.0,6026.0,575265.0,89666.0,2543.0,875.0,1837.0,808477.0,1.5,3040.8,71,2.334911865,153.49295769999995,84.75362319,4.710144928,1.112676056,1.7121212119999998,2.281690141,2.281690141
1.0,1.0,0.0,San Francisco,4.0,90.0,150.0,Y,37.75738,-122.50717,94122,62918.0,56023.0,55492,156.3,2.4,0.0,26616,30376,32541,0.6,7220.0,2917.0,970171.0,101119.0,3133.0,545.0,1860.0,852151.0,3.7,25167.2,129,0.512571919,150.8449612,73.62601626,4.868852459,1.178294574,1.4471544719999998,1.891472868,1.891472868
1.0,1.0,4.0,San Francisco,6.0,13.0,275.0,Y,37.78654,-122.44271,94115,35178.0,33021.0,33115,160.7,1.1,0.0,31529,16929,18248,0.7,9174.0,6070.0,1194039.0,101118.0,3868.0,1111.0,1837.0,5024047.0,4.6,14071.2,251,1.78378532,222.4705882,68.61711712,4.879146919,1.266129032,1.587234043,2.004016064,2.004016064
1.0,2.0,2.0,New Orleans,4.0,7.0,98.0,Y,29.9624,-90.09757,70125,16992.0,14479.0,23887,102.6,2.3,0.0,7252,8064,8927,0.8,3109.0,1746.0,318322.0,38122.0,2070.0,573.0,971.0,223889.0,7.1,6796.8,327,4.811087571,117.5603715,39.42605634,4.838709677,1.327217125,2.078431373,2.706422018,2.706422018
1.0,1.0,2.0,Washington,4.0,184.0,65.0,Y,38.92322,-77.02845,20010,32886.0,30138.0,28772,124.5,1.1,0.0,30373,16570,16316,0.5,3306.0,2766.0,603568.0,72249.0,2365.0,667.0,1358.0,776158.0,4.4,13154.4,294,2.234993614,107.122449,48.944,4.849785408,1.197278912,1.314606742,1.806122449,1.806122449
1.0,1.0,1.0,Brooklyn,1.0,4.0,79.0,Y,40.72748,-73.95638000000002,11222,36207.0,36934.0,39360,161.0,1.5,0.1,23754,17302,18903,0.5,3423.0,4026.0,791808.0,76436.0,2752.0,757.0,1841.0,4684674.0,4.1,14482.8,133,0.91833071,124.9140625,37.7107438,4.858974358999999,1.067669173,1.245454545,1.466165414,1.466165414
1.0,1.0,2.0,San Bruno,4.0,17.0,89.0,N,37.62694000000001,-122.44725,94112,85205.0,79407.0,73104,154.3,3.4,0.0,25329,42842,42363,0.6,5161.0,2870.0,733316.0,80598.0,2636.0,471.0,1647.0,833728.0,6.5,34082.0,478,1.402499853,120.5779221,55.12594458,4.797979798,1.219088937,1.515625,1.896995708,1.896995708
1.0,1.0,2.0,Flushing,3.0,3.0,122.0,N,40.76407,-73.83051999999998,11354,59390.0,54878.0,54329,159.8,2.2,0.0,27406,27991,31399,1.0,4910.0,4435.0,486251.0,45471.0,2295.0,731.0,1442.0,1555436.0,4.9,23756.0,61,0.256777235,95.05084746,18.53333333,4.5975609760000005,1.163934426,1.24137931,1.557377049,1.557377049
1.0,1.0,1.0,Washington,4.0,123.0,92.0,Y,38.91526,-77.02600000000002,20001,45643.0,38551.0,33550,123.8,2.2,0.1,20929,22223,23419,0.5,3473.0,2753.0,649740.0,96366.0,2637.0,638.0,1741.0,979244.0,4.9,18257.2,382,2.09232522,123.0738786,68.04273504,4.828488372,1.206806283,1.374301676,2.282722513,2.282722513
1.0,2.0,5.0,San Diego,7.0,19.0,135.0,Y,32.72202,-117.12243,92102,45420.0,43267.0,47123,134.1,4.6,0.0,9799,23694,21727,0.5,2211.0,852.0,360942.0,44226.0,1667.0,326.0,1141.0,401922.0,5.7,18168.0,438,2.410832232,130.0616114,53.12188366,4.85,1.240825688,1.6868686869999998,2.342465753,2.342465753
1.0,1.0,1.0,Brooklyn,2.0,48.0,85.0,N,40.64272,-73.97418,11218,75904.0,75220.0,74611,160.5,1.4,0.0,53200,37393,38510,0.6,3887.0,4282.0,693360.0,63344.0,2317.0,768.0,1486.0,1040304.0,4.8,30361.6,111,0.365593381,104.271028,26.87356322,4.790123457,1.171171171,1.416666667,1.810810811,1.810810811
1.0,1.0,1.0,New York,3.0,5.0,200.0,Y,40.72036,-73.99515,10012,24887.0,24090.0,26000,169.4,0.3,0.0,76982,12790,12097,0.7,10587.0,10810.0,1467298.0,106039.0,3483.0,1279.0,2200.0,2955801.0,3.7,9954.8,122,1.225539438,179.3833333,49.72072072,4.724770642,1.06557377,1.315315315,1.680327869,1.680327869
1.0,3.0,1.0,San Francisco,8.0,6.0,350.0,N,37.80441,-122.41543,94133,27885.0,26237.0,26827,178.0,0.8,0.2,36931,14062,13823,0.6,9812.0,4506.0,1228668.0,57384.0,3556.0,736.0,1311.0,1460959.0,4.7,11154.0,143,1.282051282,269.92366410000005,62.59482759,4.865079365,1.135338346,1.566929134,2.142857143,2.142857143
1.0,1.0,1.0,San Francisco,2.0,484.0,111.0,Y,37.76188,-122.44215,94114,33984.0,31124.0,30574,156.5,1.4,0.0,23843,20028,13958,0.6,9677.0,3283.0,1278503.0,136895.0,3987.0,686.0,2024.0,1647458.0,2.9,13593.6,423,3.111758475,194.2116788,85.53246753,4.914728682,1.201946472,1.421052632,1.532846715,1.532846715
1.0,1.0,1.0,San Diego,2.0,136.0,45.0,Y,32.7675,-117.19203,92110,28916.0,25341.0,24149,136.7,4.9,0.1,5949,14053,14862,0.6,3667.0,1980.0,573156.0,63853.0,2169.0,499.0,1462.0,973186.0,4.3,11566.4,268,2.317056301,133.01136359999998,39.0,4.84375,1.275471698,1.504032258,1.843283582,1.843283582
1.0,1.0,1.0,San Francisco,2.0,261.0,99.0,Y,37.74434,-122.47266,94116,46594.0,43698.0,42958,156.9,2.6,0.0,18021,22210,24383,0.5,7247.0,3382.0,956519.0,95744.0,3110.0,517.0,1803.0,908146.0,4.8,18637.6,71,0.380950337,133.6901408,69.13235294,4.909090909,1.23943662,1.4492753619999998,1.85915493,1.85915493
1.0,1.0,2.0,San Francisco,4.0,30.0,239.0,Y,37.76499,-122.45466,94117,43944.0,39169.0,38738,156.4,1.7,0.0,26041,23111,20833,0.6,8333.0,4956.0,1205027.0,127338.0,3789.0,906.0,1952.0,1173153.0,4.2,17577.6,458,2.605588931,181.9954442,78.35,4.883838384,1.427927928,1.4302884619999998,1.653932584,1.653932584
2.0,3.0,5.0,Solana Beach,7.0,3.0,235.0,N,32.981970000000004,-117.26182,92075,12727.0,12056.0,12170,142.6,3.5,0.5,3594,5890,6837,0.5,7184.0,3399.0,1169399.0,103823.0,3134.0,735.0,1942.0,3224763.0,2.6,5090.8,51,1.001807182,216.66,24.03703704,4.928571429,1.647058824,1.895833333,2.274509804,2.274509804
1.0,1.0,2.0,San Diego,4.0,202.0,115.0,Y,32.74534,-117.24573999999998,92107,29712.0,28651.0,27956,140.0,3.1,0.5,9468,14798,14913,0.5,4964.0,2759.0,827547.0,76120.0,2589.0,580.0,1443.0,1074827.0,4.7,11884.8,518,4.358508347,151.2694611,50.85193622,4.852731591,1.328185328,1.795258621,2.478764479,2.478764479
1.0,2.0,3.0,San Francisco,6.0,9.0,325.0,N,37.79648,-122.4118,94108,14914.0,13768.0,13716,175.6,0.3,0.0,55226,7145,7769,0.8,8149.0,7918.0,989261.0,48135.0,2932.0,1498.0,1166.0,3898250.0,3.9,5965.6,359,6.017835591,202.3970588,40.21862348,4.73940678,1.14159292,1.25,1.577259475,1.577259475
1.0,1.0,1.0,San Francisco,2.0,23.0,77.0,N,37.76902000000001,-122.45072,94117,43944.0,39169.0,38738,156.4,1.7,0.0,26041,23111,20833,0.6,8333.0,4956.0,1205027.0,127338.0,3789.0,906.0,1952.0,1173153.0,4.2,17577.6,458,2.605588931,181.9954442,78.35,4.883838384,1.427927928,1.4302884619999998,1.653932584,1.653932584
2.0,3.0,4.0,Philadelphia,8.0,2.0,68.0,Y,39.96172,-75.13843,19123,15036.0,13416.0,9818,108.7,1.3,0.1,11896,7189,7846,0.6,2143.0,1824.0,352174.0,60191.0,1802.0,517.0,1210.0,344502.0,7.9,6014.4,50,0.831338122,74.02,59.35416667,4.861702128,1.3,1.62,1.88,1.88
1.0,2.0,2.0,San Diego,6.0,42.0,95.0,Y,32.71745,-117.13731,92102,45420.0,43267.0,47123,134.1,4.6,0.0,9799,23694,21727,0.5,2211.0,852.0,360942.0,44226.0,1667.0,326.0,1141.0,401922.0,5.7,18168.0,438,2.410832232,130.0616114,53.12188366,4.85,1.240825688,1.6868686869999998,2.342465753,2.342465753
1.0,1.0,1.0,Brooklyn,2.0,28.0,80.0,N,40.63719,-74.03489,11209,68794.0,68853.0,69840,161.1,2.2,0.0,31816,32535,36258,0.7,5586.0,5988.0,772829.0,67885.0,2461.0,870.0,1449.0,1123194.0,5.6,27517.6,69,0.250748612,90.41176471,20.68421053,4.7,1.029411765,1.301587302,1.724637681,1.724637681
1.0,1.0,2.0,San Diego,4.0,33.0,96.0,Y,32.752140000000004,-117.13205,92104,46444.0,44414.0,47688,137.8,3.8,0.0,12271,23469,22975,0.5,3281.0,1746.0,551513.0,54187.0,2272.0,419.0,1189.0,346332.0,5.6,18577.6,391,2.104685212,118.6311688,56.503125,4.920711974,1.153846154,1.51744186,1.792838875,1.792838875
1.0,3.0,3.0,Washington,6.0,30.0,120.0,Y,38.86218,-76.95146,20020,55743.0,49864.0,49899,123.8,4.6,0.1,12080,24885,30856,0.5,1642.0,1370.0,298121.0,34573.0,1526.0,491.0,1032.0,335336.0,13.0,22297.2,227,1.018065049,145.340708,27.6875,4.65,1.367256637,1.6818181819999998,2.756637168,2.756637168
